1,0,0,0,1,0,0,0,1,0,0,0.5,0
1,0,0,0,1,0,0,0,1,5.70950524578736e-08,0,0.499999987153613,0
1,0,0,0,1,0,0,0,1,4.55534108401382e-07,0,0.499999897504826,0
0.999999999994844,0,3.21132501751353e-06,0,1,0,-3.21132501751353e-06,0,0.999999999994844,1.53329475123847e-06,0,0.499999655008681,0
0.999999999971184,0,7.59154156605591e-06,0,1,0,-7.59154156605591e-06,0,0.999999999971184,3.62469409781098e-06,0,0.499999184443828,0
0.999999999890668,0,1.47872713467052e-05,0,1,0,-1.47872713467052e-05,0,0.999999999890668,7.06040198926514e-06,0,0.499998411409552,0
0.999999999675297,0,2.54834564444531e-05,0,1,0,-2.54834564444531e-05,0,0.999999999675297,1.21674541819221e-05,0,0.499997262322809,0
0.999999999185638,0,4.03574553588569e-05,0,1,0,-4.03574553588569e-05,0,0.999999999185638,1.92692655381484e-05,0,0.499995664415254,0
0.999999998195253,0,6.00790706270155e-05,0,1,0,-6.00790706270155e-05,0,0.999999998195253,2.86856432172266e-05,0,0.499993545730276,0
0.999999996361053,0,8.53105764431048e-05,0,1,0,-8.53105764431048e-05,0,0.999999996361053,4.07327998662256e-05,0,0.49999083512003,0
0.999999993189768,0,0.000116706746272615,0,1,0,-0.000116706746272615,0,0.999999993189768,5.57233668108712e-05,0,0.499987462242468,0
0.99999998800069,0,0.000154914880458892,0,1,0,-0.000154914880458892,0,0.99999998800069,7.39664072464167e-05,0,0.49998335755837,0
0.999999979884868,0,0.000200574833819002,0,1,0,-0.000200574833819002,0,0.999999979884868,9.57674294285135e-05,0,0.499978452328379,0
0.999999967660912,0,0.000254319043225292,0,1,0,-0.000254319043225292,0,0.999999967660912,0.000121428399864081,0,0.499972678610031,0
0.999999949827573,0,0.000316772555168373,0,1,0,-0.000316772555168373,0,0.999999949827573,0.000151247756502179,0,0.499965969254787,0
0.99999992451326,0,0.000388553053296508,0,1,0,-0.000388553053296508,0,0.99999992451326,0.000185520421924874,0,0.499958257905067,0
0.999999889422641,0,0.00047027088592572,0,1,0,-0.00047027088592572,0,0.999999889422641,0.000224537816538116,0,0.499949478991279,0
0.999999841780497,0,0.000562529093514112,0,1,0,-0.000562529093514112,0,0.999999841780497,0.000268587871762602,0,0.499939567728853,0
0.999999778272964,0,0.000665923436093183,0,1,0,-0.000665923436093183,0,0.999999778272964,0.000317955043224653,0,0.499928460115274,0
0.999999694986322,0,0.000781042420648097,0,1,0,-0.000781042420648097,0,0.999999694986322,0.00037292032394708,0,0.499916092927112,0
0.999999587343471,0,0.000908467328438127,0,1,0,-0.000908467328438127,0,0.999999587343471,0.000433761257540055,0,0.499902403717053,0
0.999999450038241,0,0.00104877224224763,0,1,0,-0.00104877224224763,0,0.999999450038241,0.000500751951391986,0,0.499887330810937,0
0.999999276967665,0,0.00120252407355718,0,1,0,-0.00120252407355718,0,0.999999276967665,0.00057416308986038,0,0.499870813304781,0
0.999999061162372,0,0.00137028258962371,0,1,0,-0.00137028258962371,0,0.999999061162372,0.00065426194746272,0,0.499852791061821,0
0.99999879471521,0,0.00155260044045762,0,1,0,-0.00155260044045762,0,0.99999879471521,0.000741312402067333,0,0.499833204709535,0
0.999998468708252,0,0.00175002318568422,0,1,0,-0.00175002318568422,0,0.999998468708252,0.000835574948084259,0,0.499811995636681,0
0.999998073138302,0,0.00196308932127589,0,1,0,-0.00196308932127589,0,0.999998073138302,0.000937306709656125,0,0.499789105990327,0
0.999997596841027,0,0.00219233030614092,0,1,0,-0.00219233030614092,0,0.999997596841027,0.00104676145384901,0,0.499764478672884,0
0.99999702741385,0,0.00243827058855388,0,1,0,-0.00243827058855388,0,0.99999702741385,0.00116418960384333,0,0.499738057339135,0
0.999996351137716,0,0.00270142763241206,0,1,0,-0.00270142763241206,0,0.999996351137716,0.00128983825212468,0,0.499709786393272,0
0.999995552897848,0,0.00298231194330159,0,1,0,-0.00298231194330159,0,0.999995552897848,0.00142395117367473,0,0.499679610985923,0
0.999994616103619,0,0.00328142709435621,0,1,0,-0.00328142709435621,0,0.999994616103619,0.0015667688391621,0,0.499647477011189,0
0.999993522607648,0,0.0035992697518914,0,1,0,-0.0035992697518914,0,0.999993522607648,0.0017185284281332,0,0.49961333110367,0
0.999992252624232,0,0.00393632970079539,0,1,0,-0.00393632970079539,0,0.999992252624232,0.00187946384220313,0,0.499577120635504,0
0.999990784647224,0,0.00429308986965861,0,1,0,-0.00429308986965861,0,0.999990784647224,0.00204980571824653,0,0.499538793713395,0
0.999989095367463,0,0.00467002635562231,0,1,0,-0.00467002635562231,0,0.999989095367463,0.00222978144158847,0,0.499498299175643,0
0.999987159589866,0,0.0050676084489266,0,1,0,-0.0050676084489266,0,0.999987159589866,0.0024196151591953,0,0.499455586589181,0
0.999984950150273,0,0.00548629865713797,0,1,0,-0.00548629865713797,0,0.999984950150273,0.00261952779286554,0,0.499410606246605,0
0.99998243783216,0,0.00592655272903556,0,1,0,-0.00592655272903556,0,0.99998243783216,0.00282973705242073,0,0.499363309163205,0
0.999979591283302,0,0.00638881967813554,0,1,0,-0.00638881967813554,0,0.999979591283302,0.00305045744889632,0,0.499313647073998,0
0.999976376932497,0,0.00687354180583229,0,1,0,-0.00687354180583229,0,0.999976376932497,0.00328190030773254,0,0.49926157243076,0
0.999972758906431,0,0.00738115472413492,0,1,0,-0.00738115472413492,0,0.999972758906431,0.00352427378196524,0,0.499207038399058,0
0.999968698946784,0,0.0079120873779776,0,1,0,-0.0079120873779776,0,0.999968698946784,0.0037777828654168,0,0.499149998855281,0
